Product Name,Category,Unit Price (MUR),Quantity,Discount %,Sale Amount (MUR),Date of Sale,Time of Sale,Channel,Payment Method,Store Region,Customer Age,Customer ID,Transaction ID
Success Section,Beauty,2243.18,1,0.0,2243.18,2024-10-17,18:18:00,Online,Card,South,26,CUST-10737,TX-69065692
Into Watch,Beauty,2606.83,1,0.05,2476.48,2025-01-30,09:41:00,In-Store,Cash,South,25,CUST-47100,TX-28147931
Bar Poor,Clothing,2800.54,4,0.0,11202.15,2024-11-01,11:15:00,In-Store,Cash,North,26,CUST-43844,TX-92869100
Participant Performance,Home & Kitchen,5896.65,4,0.05,22407.26,2025-07-27,12:57:00,In-Store,Card,West,47,CUST-13159,TX-34576980
Work Plant,Groceries,569.37,1,0.0,569.37,2025-05-19,12:00:00,In-Store,Cash,Central,35,CUST-42003,TX-32680254
Remember Guy,Stationery,426.14,1,0.0,426.14,2025-07-23,15:04:00,Online,Card,Central,30,CUST-78944,TX-76230258
Evidence Write,Groceries,429.38,1,0.0,429.38,2025-08-17,19:17:00,Online,Card,Central,18,CUST-56711,TX-42827798
Begin State,Toys,1452.49,2,0.1,2614.48,2025-02-06,12:34:00,In-Store,Card,East,38,CUST-19724,TX-73538018
Candidate Prepare,Clothing,1946.36,3,0.05,5547.12,2025-08-09,08:02:00,In-Store,Cash,East,49,CUST-74467,TX-46210490
Husband Less,Electronics,22771.22,2,0.0,45542.44,2025-05-21,14:44:00,In-Store,Card,East,23,CUST-55497,TX-52515925
Reflect Attack,Electronics,6336.28,2,0.1,11405.3,2025-08-12,18:54:00,In-Store,Card,South,44,CUST-14495,TX-95251283
Turn True,Toys,3000.0,3,0.0,9000.0,2025-08-18,16:39:00,In-Store,Card,North,52,CUST-20785,TX-31548880
Policy Story,Beauty,2711.83,3,0.0,8135.48,2024-11-04,20:53:00,In-Store,Cash,North,32,CUST-32567,TX-48267356
Class Responsibility,Groceries,174.89,3,0.05,498.42,2024-08-31,19:14:00,Online,Card,East,25,CUST-65353,TX-72544992
Here Everyone,Beauty,4000.0,3,0.0,12000.0,2024-12-25,15:37:00,In-Store,Card,West,27,CUST-71152,TX-18893573
Choice Grow,Groceries,686.61,1,0.05,652.28,2024-09-08,13:19:00,In-Store,Card,North,19,CUST-77775,TX-64717610
Responsibility Table,Electronics,25000.0,2,0.0,50000.0,2024-09-04,13:32:00,In-Store,Mobile Wallet,West,37,CUST-51871,TX-56694870
Book Present,Clothing,3540.86,3,0.0,10622.57,2025-06-26,19:44:00,In-Store,Mobile Wallet,North,35,CUST-30667,TX-78696287
Magazine Address,Electronics,8995.88,3,0.15,22939.49,2025-03-08,19:06:00,In-Store,Card,North,30,CUST-19644,TX-34290770
Author Religious,Electronics,11756.04,2,0.05,22336.48,2025-03-23,10:58:00,In-Store,Cash,Central,40,CUST-91762,TX-42855893
Room Front,Sports,9000.0,3,0.0,27000.0,2025-07-14,17:12:00,In-Store,Card,South,31,CUST-78269,TX-74840621
Agreement Blood,Toys,1836.03,2,0.1,3304.85,2025-08-02,11:22:00,Online,Card,East,28,CUST-81206,TX-21948085
Traditional Message,Groceries,220.6,2,0.05,419.15,2025-08-18,16:13:00,Online,Cash,East,40,CUST-93208,TX-57309819
These Recently,Sports,2266.91,3,0.0,6800.74,2025-05-20,10:31:00,In-Store,Card,Central,29,CUST-82566,TX-86595266
Member Federal,Sports,4020.93,5,0.05,19099.43,2025-07-27,20:24:00,In-Store,Card,West,29,CUST-95027,TX-75353033
Develop End,Electronics,21556.57,2,0.05,47101.1,2024-11-15,18:53:00,In-Store,Card,East,40,CUST-64570,TX-68446901
Issue Without,Stationery,605.95,1,0.0,605.95,2024-09-24,18:20:00,In-Store,Card,East,30,CUST-60879,TX-97902672
Give Carry,Home & Kitchen,8000.0,4,0.0,32000.0,2025-02-04,20:22:00,Online,Mobile Wallet,West,38,CUST-65316,TX-69581413
Carry Form,Home & Kitchen,2999.5,1,0.1,2699.55,2025-06-16,13:09:00,In-Store,Card,North,20,CUST-52957,TX-77397243
Listen Chair,Home & Kitchen,5598.05,5,0.0,27990.23,2025-06-18,19:00:00,In-Store,Cash,West,40,CUST-29354,TX-56997367
Really Leg,Clothing,5628.98,3,0.2,13509.55,2025-01-05,17:16:00,Online,Cash,Central,25,CUST-31675,TX-81427536
Our Suddenly,Sports,4676.47,3,0.05,13327.95,2025-08-14,18:25:00,Online,Card,North,28,CUST-48333,TX-86037584
Strategy Case,Groceries,421.99,3,0.0,1265.96,2025-06-20,17:41:00,In-Store,Cash,South,28,CUST-36862,TX-84543490
Region Compare,Electronics,17640.37,2,0.0,35280.75,2025-07-28,09:03:00,Online,Card,Central,25,CUST-31487,TX-63349130
Agency Develop,Beauty,1046.21,4,0.05,3975.59,2025-07-01,14:30:00,In-Store,Card,South,31,CUST-60462,TX-80656693
Give Fire,Electronics,10634.97,3,0.0,31904.91,2025-08-18,16:46:00,Online,Card,South,28,CUST-57459,TX-49239912
Wrong Attack,Home & Kitchen,2927.0,1,0.0,2927.0,2025-07-13,15:12:00,In-Store,Card,Central,35,CUST-48891,TX-16061409
Word Break,Toys,1061.74,1,0.1,955.56,2025-08-13,16:33:00,In-Store,Cash,Central,47,CUST-76729,TX-64737206
Stock Situation,Home & Kitchen,2514.9,4,0.0,10059.62,2024-12-25,09:06:00,In-Store,Card,South,29,CUST-24028,TX-18072058
Pick Point,Toys,2938.18,3,0.05,8373.83,2025-08-14,12:58:00,In-Store,Card,North,42,CUST-17498,TX-89318152
Woman Radio,Clothing,5280.87,3,0.05,16555.52,2024-12-26,09:57:00,Online,Card,North,31,CUST-88448,TX-55783214
Success Some,Clothing,6000.0,1,0.15,5610.0,2024-12-18,17:38:00,Online,Card,East,33,CUST-18188,TX-97455369
Significant Trouble,Electronics,7336.69,1,0.05,6969.86,2025-08-09,15:30:00,In-Store,Cash,West,38,CUST-75781,TX-89658014
Left Think,Toys,562.51,2,0.15,956.27,2024-10-25,17:12:00,In-Store,Cash,Central,16,CUST-11558,TX-38226409
Company Peace,Electronics,25000.0,1,0.25,18750.0,2025-02-22,09:40:00,In-Store,Cash,West,16,CUST-83734,TX-11911995
Summer Analysis,Stationery,978.95,5,0.0,5873.68,2025-01-01,14:41:00,Online,Card,South,37,CUST-32614,TX-45266746
Support Central,Home & Kitchen,2902.28,2,0.1,5224.11,2025-08-14,16:23:00,Online,Card,Central,33,CUST-81322,TX-61772544
Republican Thousand,Sports,6550.52,2,0.0,13101.04,2024-12-26,20:41:00,Online,Card,Central,33,CUST-63983,TX-92100626
Report In,Toys,1467.02,5,0.25,5501.31,2024-09-10,13:43:00,Online,Card,East,25,CUST-39462,TX-34243756
Night Pay,Clothing,2656.64,3,0.05,7571.43,2025-07-02,13:36:00,In-Store,Card,East,49,CUST-87312,TX-50332978
Marriage Let,Home & Kitchen,2227.02,2,0.0,4454.04,2025-04-17,09:41:00,In-Store,Cash,North,34,CUST-26677,TX-47948518
Such Point,Clothing,3433.6,1,0.05,3261.92,2025-03-07,19:12:00,Online,Cash,West,26,CUST-19108,TX-48143613
Only Game,Stationery,895.34,2,0.0,1790.67,2025-06-06,15:47:00,In-Store,Card,East,33,CUST-89036,TX-65186623
Face Follow,Groceries,492.18,1,0.05,467.58,2025-07-28,14:43:00,In-Store,Card,North,33,CUST-63264,TX-43410398
Tell Per,Clothing,2052.71,1,0.2,1642.17,2025-01-19,10:31:00,In-Store,Card,South,26,CUST-83464,TX-54826905
Manage Rich,Electronics,13112.46,2,0.0,26224.92,2025-08-12,13:10:00,In-Store,Cash,West,16,CUST-65418,TX-93285536
Population However,Clothing,4107.03,3,0.05,11705.03,2025-01-27,20:40:00,In-Store,Mobile Wallet,South,18,CUST-81677,TX-37338795
Answer Himself,Beauty,2564.74,1,0.05,2436.5,2024-10-15,15:55:00,Online,Cash,West,30,CUST-72037,TX-49456292
Local Share,Groceries,505.78,1,0.15,429.91,2024-09-21,12:38:00,In-Store,Card,North,35,CUST-96400,TX-32775103
Tree Top,Sports,3898.26,2,0.0,7796.52,2025-03-04,13:32:00,In-Store,Card,South,23,CUST-52051,TX-51579796
Public Nice,Stationery,498.16,1,0.1,538.01,2025-01-17,16:13:00,In-Store,Card,North,41,CUST-25083,TX-13305219
Go Suggest,Stationery,772.81,1,0.0,772.81,2025-04-28,13:15:00,In-Store,Card,Central,26,CUST-42043,TX-79663311
Half Management,Groceries,393.8,4,0.0,1575.2,2025-02-14,17:38:00,In-Store,Card,East,41,CUST-71598,TX-71723036
Because Sound,Clothing,6000.0,2,0.0,12000.0,2025-05-05,15:08:00,In-Store,Card,East,19,CUST-90785,TX-39220541
Four Still,Groceries,458.43,2,0.05,871.02,2025-08-07,11:52:00,Online,Card,West,43,CUST-95533,TX-57657375
Message Include,Electronics,7858.37,3,0.05,22396.36,2025-06-29,19:28:00,In-Store,Cash,Central,51,CUST-25792,TX-20432635
She Everyone,Clothing,1317.98,2,0.0,2635.96,2024-11-08,18:42:00,In-Store,Mobile Wallet,South,30,CUST-76140,TX-23311124
Local Time,Electronics,20720.3,2,0.05,39368.57,2025-08-08,12:08:00,In-Store,Mobile Wallet,East,26,CUST-29760,TX-16179436
Seat Couple,Electronics,18256.62,2,0.0,36513.24,2025-05-14,10:18:00,Online,Card,North,48,CUST-47659,TX-56367786
Senior Set,Sports,4547.12,2,0.0,9094.25,2025-05-20,17:22:00,In-Store,Card,North,44,CUST-68388,TX-92769746
Arrive Explain,Toys,1775.02,4,0.1,6390.06,2025-06-14,09:57:00,Online,Mobile Wallet,West,33,CUST-90206,TX-47488168
Opportunity Tax,Groceries,184.66,4,0.05,701.69,2025-07-06,17:38:00,In-Store,Cash,Central,31,CUST-21819,TX-32346202
True Outside,Groceries,220.6,2,0.1,397.07,2025-05-17,18:46:00,In-Store,Card,East,16,CUST-39181,TX-65245683
Real Friend,Sports,4623.71,1,0.0,4623.71,2025-06-19,12:10:00,In-Store,Mobile Wallet,East,39,CUST-88967,TX-24085254
From Job,Stationery,582.42,1,0.0,582.42,2024-09-21,09:34:00,In-Store,Card,East,34,CUST-31409,TX-90543069
Live Fight,Electronics,20039.28,5,0.0,100196.39,2025-05-19,10:27:00,In-Store,Card,West,31,CUST-23428,TX-93577674
Above I,Sports,2640.3,2,0.2,4224.48,2025-05-10,17:39:00,Online,Cash,West,16,CUST-61936,TX-21564339
Fine Bank,Clothing,4629.66,3,0.05,13194.54,2025-08-02,12:33:00,In-Store,Mobile Wallet,South,39,CUST-33706,TX-88911975
Thus Language,Stationery,748.27,2,0.0,1795.85,2025-02-20,19:32:00,In-Store,Card,West,45,CUST-39739,TX-70651037
Series Share,Groceries,400.38,1,0.0,400.38,2024-12-24,15:19:00,In-Store,Card,West,36,CUST-89673,TX-93031681
How Reflect,Electronics,25000.0,4,0.0,100000.0,2025-06-11,09:50:00,In-Store,Cash,Central,40,CUST-52705,TX-73574311
Door Also,Beauty,4000.0,1,0.0,4000.0,2025-08-02,13:55:00,Online,Card,South,28,CUST-10081,TX-43511062
Affect Concern,Toys,1548.93,1,0.0,1548.93,2025-07-25,16:16:00,In-Store,Card,West,46,CUST-49266,TX-94944674
Strategy Response,Sports,2926.53,2,0.0,5853.06,2025-07-21,19:41:00,In-Store,Card,North,29,CUST-32203,TX-56737821
Industry Beyond,Electronics,10338.33,2,0.05,19642.84,2025-07-07,08:31:00,In-Store,Card,North,51,CUST-24244,TX-84269041
Despite Try,Stationery,946.66,1,0.0,946.66,2025-07-25,19:38:00,Online,Card,North,38,CUST-19451,TX-76788326
Laugh What,Home & Kitchen,4505.35,2,0.2,7208.55,2024-11-30,19:32:00,In-Store,Card,West,31,CUST-30845,TX-34033251
Too Where,Toys,1131.06,2,0.05,2149.01,2025-06-25,20:05:00,Online,Card,West,35,CUST-84188,TX-96659407
Organization Exactly,Home & Kitchen,3766.83,1,0.2,3013.47,2025-01-07,16:51:00,In-Store,Card,North,34,CUST-92127,TX-39547033
Rich Day,Clothing,1730.21,4,0.05,6574.8,2025-03-16,17:36:00,In-Store,Card,North,33,CUST-29472,TX-34543308
Method Country,Beauty,1640.41,3,0.1,4429.1,2025-01-06,19:45:00,Online,Card,South,38,CUST-62094,TX-28650682
Memory Feel,Groceries,503.45,1,0.05,478.28,2025-08-10,17:46:00,In-Store,Cash,South,20,CUST-16015,TX-96255300
Meeting Whatever,Home & Kitchen,2306.54,3,0.0,6919.61,2025-02-22,11:55:00,In-Store,Mobile Wallet,North,30,CUST-50247,TX-93692363
Think Brother,Sports,9000.0,3,0.1,24300.0,2025-08-09,18:03:00,Online,Cash,West,47,CUST-84677,TX-24671102
Shoulder Somebody,Clothing,2382.52,4,0.1,8577.08,2025-05-25,16:31:00,Online,Card,North,37,CUST-59918,TX-21760163
Wait Film,Electronics,10582.48,2,0.15,17990.21,2025-06-15,14:33:00,In-Store,Cash,South,30,CUST-11159,TX-87725108
Food Hour,Home & Kitchen,5527.35,3,0.1,14923.83,2025-07-13,14:39:00,In-Store,Cash,North,28,CUST-70022,TX-96920582
Not Southern,Home & Kitchen,7340.12,1,0.05,6973.11,2025-08-18,13:04:00,In-Store,Mobile Wallet,West,27,CUST-73324,TX-68811780
Sort Democratic,Home & Kitchen,8000.0,3,0.0,24000.0,2024-12-26,16:54:00,In-Store,Cash,North,16,CUST-74168,TX-73389321
Air Factor,Home & Kitchen,6098.4,3,0.05,17380.45,2025-02-27,15:27:00,Online,Cash,Central,41,CUST-19567,TX-91447506
Lot Break,Clothing,2369.79,2,0.1,4265.61,2025-03-03,11:22:00,In-Store,Cash,South,46,CUST-78959,TX-52213781
Every Recognize,Clothing,6000.0,2,0.0,12000.0,2025-04-26,08:56:00,In-Store,Card,North,33,CUST-21759,TX-19614545
Explain Enter,Beauty,1798.11,2,0.0,3596.21,2024-12-20,10:22:00,Online,Cash,East,35,CUST-11816,TX-24747731
Despite Probably,Home & Kitchen,3432.97,2,0.2,5492.76,2025-08-18,11:25:00,In-Store,Cash,West,34,CUST-92113,TX-48880064
Yes Computer,Groceries,800.0,2,0.1,1440.0,2025-08-12,12:21:00,In-Store,Mobile Wallet,East,24,CUST-51854,TX-34078479
Reveal Energy,Sports,6000.24,2,0.05,11400.46,2025-07-15,18:49:00,In-Store,Cash,Central,32,CUST-13850,TX-11890920
Them Appear,Sports,5396.18,3,0.15,13760.27,2025-02-01,15:38:00,In-Store,Cash,North,32,CUST-40631,TX-40908495
Cover Without,Beauty,3042.77,3,0.0,9128.31,2025-05-11,08:56:00,In-Store,Cash,Central,40,CUST-24186,TX-27044687
Ability Hot,Clothing,4775.07,4,0.0,19100.28,2025-08-18,12:53:00,In-Store,Card,North,32,CUST-76294,TX-83771740
Former Sure,Groceries,171.81,3,0.0,515.42,2024-10-06,20:00:00,Online,Card,South,33,CUST-92318,TX-55595430
Data Bag,Home & Kitchen,2108.65,5,0.05,10016.1,2025-03-20,14:43:00,Online,Card,South,16,CUST-23821,TX-29493741
Dog Deep,Sports,9000.0,3,0.0,27000.0,2025-07-26,19:32:00,In-Store,Card,North,32,CUST-26145,TX-68204260
Happy Short,Clothing,2799.21,1,0.15,2379.33,2025-05-16,12:01:00,In-Store,Card,North,65,CUST-30656,TX-76922196
Moment Leg,Groceries,463.46,3,0.1,1251.33,2025-04-07,08:59:00,In-Store,Cash,Central,41,CUST-76035,TX-33951859
Total Government,Home & Kitchen,5854.5,1,0.0,5854.5,2025-08-08,08:44:00,In-Store,Card,South,29,CUST-63736,TX-21329358
Onto Other,Electronics,5080.06,1,0.1,5257.86,2024-12-29,15:12:00,In-Store,Cash,West,19,CUST-69625,TX-54234048
Office And,Clothing,2996.73,1,0.0,3296.41,2024-12-20,11:35:00,Online,Card,East,46,CUST-55753,TX-61262689
Material Realize,Toys,441.15,1,0.05,481.96,2024-11-11,11:13:00,Online,Card,Central,37,CUST-53841,TX-90799094
School Wide,Clothing,2402.02,2,0.0,4804.04,2025-08-18,10:31:00,In-Store,Card,East,16,CUST-85491,TX-53562271
Determine Base,Clothing,784.59,2,0.05,1639.8,2024-12-14,18:18:00,In-Store,Card,West,45,CUST-36705,TX-89966241
Article Painting,Groceries,365.41,1,0.0,365.41,2025-08-10,11:10:00,Online,Card,East,23,CUST-56046,TX-79172755
Necessary Wall,Electronics,6829.48,2,0.05,12976.01,2025-07-23,16:26:00,In-Store,Card,South,41,CUST-25456,TX-40619153
Lawyer Practice,Clothing,5166.63,2,0.0,10333.25,2025-08-12,14:28:00,In-Store,Card,South,48,CUST-95271,TX-72068836
Put Within,Beauty,4000.0,2,0.0,8000.0,2025-07-14,12:06:00,In-Store,Card,North,26,CUST-73947,TX-38025332
No Let,Toys,2237.58,3,0.1,6041.46,2024-09-28,16:47:00,In-Store,Card,East,48,CUST-29189,TX-60403573
Share Information,Stationery,532.59,2,0.1,958.67,2024-11-12,13:02:00,Online,Cash,East,29,CUST-75223,TX-94548163
Hair Make,Home & Kitchen,8000.0,2,0.05,15200.0,2025-08-09,18:03:00,In-Store,Card,Central,24,CUST-80963,TX-78339657
Positive Benefit,Clothing,1636.03,3,0.05,4662.68,2025-08-02,13:15:00,In-Store,Cash,Central,31,CUST-39194,TX-82826762
They Reality,Home & Kitchen,4606.81,2,0.05,8752.93,2025-02-12,16:36:00,In-Store,Cash,East,34,CUST-31845,TX-62903991
Four Quickly,Sports,5577.26,2,0.05,10596.79,2025-08-17,18:26:00,In-Store,Card,Central,43,CUST-60787,TX-18491198
While Consumer,Toys,1750.74,3,0.1,5436.04,2024-12-07,19:21:00,In-Store,Card,East,53,CUST-41143,TX-14718670
Us Health,Toys,3000.0,3,0.05,8550.0,2025-04-17,14:39:00,In-Store,Mobile Wallet,North,30,CUST-21078,TX-46568170
Last Hear,Toys,2072.45,2,0.0,4144.89,2025-04-03,14:51:00,In-Store,Card,West,44,CUST-64809,TX-60242442
Area Some,Groceries,330.96,2,0.0,661.92,2025-07-20,18:53:00,In-Store,Card,East,33,CUST-64829,TX-65341250
Water Population,Home & Kitchen,2245.07,3,0.0,6735.2,2025-07-30,12:35:00,In-Store,Card,North,34,CUST-72941,TX-44929792
Six Month,Clothing,1272.63,3,0.05,3627.01,2025-05-13,12:55:00,Online,Cash,East,49,CUST-85099,TX-22480357
Those Whose,Home & Kitchen,7006.63,1,0.0,7006.63,2025-02-20,18:53:00,In-Store,Card,West,24,CUST-21935,TX-10757213
Agree Society,Electronics,24873.13,1,0.0,24873.13,2025-07-29,14:19:00,In-Store,Mobile Wallet,Central,54,CUST-43197,TX-56107820
Friend Community,Beauty,1564.12,2,0.0,3128.25,2025-07-04,20:59:00,In-Store,Card,East,43,CUST-33799,TX-47628468
Something Every,Toys,512.46,4,0.1,1844.85,2025-07-25,10:44:00,Online,Mobile Wallet,Central,35,CUST-14767,TX-46828811
Everything Modern,Home & Kitchen,8000.0,2,0.0,16000.0,2025-08-14,10:23:00,In-Store,Card,Central,34,CUST-57784,TX-67415275
Treat Language,Groceries,275.27,6,0.0,1651.63,2025-08-02,18:38:00,Online,Mobile Wallet,East,36,CUST-42897,TX-12828351
Manage Activity,Stationery,491.45,3,0.0,1474.36,2025-04-15,19:30:00,In-Store,Cash,South,26,CUST-19667,TX-53833257
Cover Word,Clothing,1997.6,3,0.0,5992.81,2025-08-01,11:41:00,In-Store,Mobile Wallet,West,20,CUST-27336,TX-16157181
One Politics,Electronics,25000.0,2,0.05,47500.0,2025-07-31,18:47:00,In-Store,Card,North,43,CUST-85289,TX-97021716
Dog Scene,Groceries,774.56,1,0.15,658.37,2025-08-18,12:22:00,Online,Card,South,32,CUST-87231,TX-41894297
Hit Admit,Clothing,3685.52,3,0.0,11056.56,2025-03-21,11:29:00,In-Store,Card,West,36,CUST-18394,TX-95991658
Class Glass,Groceries,566.64,1,0.05,538.31,2024-12-02,08:58:00,Online,Card,North,23,CUST-71552,TX-92459337
Child Business,Electronics,11639.28,1,0.0,11639.28,2025-06-20,10:40:00,In-Store,Cash,East,22,CUST-55378,TX-41698830
Likely Benefit,Beauty,1380.41,2,0.05,2622.78,2025-06-07,13:47:00,In-Store,Mobile Wallet,North,38,CUST-58300,TX-60733418
More Decision,Sports,4560.2,1,0.15,3876.17,2025-07-31,14:40:00,Online,Card,West,47,CUST-99681,TX-26143618
Talk Theory,Beauty,1809.3,1,0.0,1809.3,2024-11-21,13:25:00,In-Store,Card,West,20,CUST-80285,TX-49476365
Card Southern,Groceries,522.61,1,0.2,418.09,2024-11-14,18:03:00,In-Store,Card,South,25,CUST-79906,TX-86564371
Close Win,Clothing,1123.09,1,0.0,1123.09,2025-06-10,09:34:00,In-Store,Cash,West,34,CUST-60852,TX-90833687
Prove Turn,Home & Kitchen,3241.24,1,0.0,3241.24,2025-04-14,12:36:00,In-Store,Mobile Wallet,East,27,CUST-33861,TX-56502543
Training Whole,Clothing,2016.07,1,0.0,2016.07,2025-03-21,09:05:00,In-Store,Card,West,25,CUST-47117,TX-88358107
Value Set,Groceries,264.89,1,0.0,264.89,2025-02-17,20:18:00,In-Store,Mobile Wallet,East,49,CUST-21691,TX-48634844
Low Camera,Clothing,3458.33,2,0.15,5879.15,2025-05-17,09:30:00,In-Store,Cash,South,46,CUST-57493,TX-89227158
Reach College,Groceries,191.48,3,0.0,574.45,2025-06-23,09:13:00,In-Store,Cash,Central,36,CUST-11730,TX-83852077
Last Trip,Groceries,147.05,2,0.0,294.1,2025-02-13,18:26:00,In-Store,Card,Central,27,CUST-87904,TX-82808652
Such Road,Home & Kitchen,2822.27,4,0.05,10724.62,2025-05-26,12:05:00,Online,Mobile Wallet,North,28,CUST-60286,TX-96884150
Relationship Country,Electronics,11976.5,4,0.0,47906.02,2025-08-06,19:35:00,In-Store,Cash,South,50,CUST-21769,TX-14566658
Physical Degree,Beauty,3201.99,2,0.0,6403.97,2025-08-18,19:30:00,In-Store,Card,Central,22,CUST-15900,TX-37293758
Finish Top,Home & Kitchen,2638.47,2,0.15,4485.39,2025-05-22,19:02:00,In-Store,Card,Central,25,CUST-78433,TX-11113333
Use In,Home & Kitchen,7946.12,2,0.05,15097.62,2024-09-25,09:10:00,Online,Card,South,40,CUST-99903,TX-98982015
Law Source,Stationery,1200.0,1,0.05,1140.0,2025-06-01,15:13:00,In-Store,Mobile Wallet,West,19,CUST-70133,TX-42350821
Weight Current,Clothing,2609.27,2,0.05,4957.62,2025-08-16,18:07:00,In-Store,Cash,Central,34,CUST-82195,TX-34230610
Instead A,Groceries,297.44,1,0.0,297.44,2025-01-06,15:03:00,In-Store,Card,West,16,CUST-71469,TX-41415103
Consumer Night,Electronics,18599.62,2,0.05,35339.27,2025-03-12,09:07:00,In-Store,Cash,South,30,CUST-24814,TX-73095636
Although Foot,Stationery,237.1,1,0.0,237.1,2024-11-20,13:15:00,In-Store,Cash,South,47,CUST-30367,TX-39185482
Collection Where,Sports,3022.91,5,0.0,15114.53,2025-08-18,20:00:00,Online,Card,Central,30,CUST-99799,TX-65338079
Growth Understand,Clothing,4441.68,4,0.0,17766.71,2025-08-18,16:21:00,In-Store,Card,East,39,CUST-43894,TX-43834225
Both Size,Electronics,6778.48,2,0.0,13556.96,2025-03-10,17:38:00,In-Store,Card,East,30,CUST-66971,TX-24206838
Join Just,Electronics,25000.0,2,0.0,50000.0,2025-04-09,20:22:00,In-Store,Mobile Wallet,South,25,CUST-74996,TX-16532202
Traditional Director,Sports,3462.53,2,0.05,6578.81,2025-03-06,17:30:00,Online,Cash,West,25,CUST-15573,TX-64314543
Similar Shoulder,Electronics,12865.91,1,0.1,11579.32,2025-03-03,19:40:00,In-Store,Card,Central,31,CUST-89325,TX-12629720
First Main,Groceries,248.69,5,0.0,1243.45,2025-08-18,11:31:00,In-Store,Card,North,55,CUST-81739,TX-56767349
Over Red,Clothing,4282.88,1,0.1,3854.6,2025-07-21,12:48:00,In-Store,Cash,Central,57,CUST-78646,TX-81700023
Quickly Take,Home & Kitchen,4010.68,5,0.0,20053.4,2024-12-14,08:38:00,In-Store,Card,West,24,CUST-88512,TX-17671796
War Recognize,Groceries,800.0,1,0.05,760.0,2025-07-23,19:49:00,In-Store,Card,North,35,CUST-92069,TX-53869628
After Across,Home & Kitchen,8000.0,3,0.05,22800.0,2025-01-22,12:40:00,In-Store,Card,West,53,CUST-78848,TX-26895102
Social Coach,Stationery,315.27,2,0.05,599.01,2025-08-12,18:09:00,Online,Cash,Central,31,CUST-29109,TX-25590939
Trouble Building,Toys,610.83,2,0.05,1160.58,2025-07-14,14:16:00,Online,Card,East,40,CUST-96076,TX-16377460
Answer Change,Toys,1474.42,1,0.0,1474.42,2025-08-13,08:13:00,In-Store,Card,South,39,CUST-87800,TX-70050774
Fast And,Beauty,3017.0,4,0.0,12068.01,2025-05-28,16:37:00,In-Store,Card,North,41,CUST-99028,TX-59220192
Mean Guess,Electronics,9388.09,5,0.0,46940.44,2025-07-25,17:26:00,Online,Mobile Wallet,Central,38,CUST-74870,TX-64739784
Authority Budget,Clothing,2558.04,4,0.05,9720.53,2024-10-31,08:19:00,In-Store,Mobile Wallet,West,28,CUST-43480,TX-99112368
Another Entire,Clothing,803.92,3,0.0,2411.75,2024-10-24,12:19:00,In-Store,Card,North,22,CUST-81917,TX-23949992
Finally Billion,Beauty,2074.2,5,0.05,9852.44,2025-08-10,20:15:00,Online,Card,South,50,CUST-32936,TX-56279558
Else They,Beauty,1584.78,3,0.0,4754.33,2025-04-14,16:59:00,Online,Card,South,33,CUST-76808,TX-52860127
South Company,Groceries,261.3,1,0.05,248.24,2024-11-30,11:32:00,In-Store,Card,West,23,CUST-12804,TX-77224283
Very Case,Clothing,6000.0,2,0.1,10800.0,2025-05-03,10:02:00,In-Store,Cash,South,18,CUST-89645,TX-11078914
Media Natural,Stationery,1046.62,1,0.05,994.29,2024-09-17,19:26:00,Online,Cash,North,47,CUST-81939,TX-97668960
And Particular,Clothing,2344.96,1,0.0,2344.96,2025-06-10,09:55:00,In-Store,Card,West,33,CUST-69242,TX-78055222
Me Fire,Stationery,1200.0,3,0.05,3420.0,2025-08-18,13:07:00,Online,Mobile Wallet,East,20,CUST-43011,TX-61874316
Because Economy,Electronics,10971.54,1,0.0,10971.54,2025-07-28,13:47:00,In-Store,Cash,Central,47,CUST-35023,TX-57029436
Prove Ever,Electronics,8357.94,3,0.05,23820.14,2025-05-28,13:58:00,In-Store,Card,South,50,CUST-59968,TX-76460080
Traditional Might,Groceries,167.09,1,0.0,167.09,2025-05-03,14:57:00,In-Store,Mobile Wallet,South,16,CUST-50170,TX-62468452
Drive Themselves,Home & Kitchen,4186.3,2,0.0,8372.61,2025-08-15,16:40:00,In-Store,Mobile Wallet,West,29,CUST-94844,TX-31321613
Miss Recent,Clothing,3938.73,4,0.15,13391.68,2025-07-28,09:50:00,Online,Card,East,30,CUST-53182,TX-56565709
Meet Other,Clothing,3853.07,1,0.0,3853.07,2024-11-02,14:28:00,In-Store,Mobile Wallet,West,16,CUST-40443,TX-34649870
Pressure Produce,Home & Kitchen,4342.73,3,0.05,12376.79,2025-02-17,18:49:00,Online,Cash,West,16,CUST-62821,TX-45709971
See Away,Home & Kitchen,1538.43,3,0.0,4615.3,2025-07-22,19:41:00,Online,Card,Central,31,CUST-32802,TX-25827769
Music Office,Stationery,619.66,2,0.05,1177.36,2025-08-18,17:33:00,Online,Cash,North,32,CUST-29782,TX-62959041
Offer Material,Electronics,3998.65,2,0.05,7597.43,2024-09-28,13:19:00,In-Store,Mobile Wallet,East,27,CUST-36262,TX-65882134
Candidate Ask,Groceries,156.44,1,0.05,148.62,2025-03-29,17:20:00,Online,Card,Central,19,CUST-62867,TX-43794359
Act Or,Electronics,23432.47,4,0.05,89043.4,2025-08-11,18:30:00,In-Store,Mobile Wallet,Central,22,CUST-20703,TX-38367379
